"oblast","title","amount","bill","smd"
"Вінницька область","Придбання комплекту меблів для загальноосвітньої школи I—III ступенів с. Уланів Хмільницького району Вінницької області",20000,861,13
"Вінницька область","Придбання комплекту меблів для загальноосвітньої школи I—III ступенів с. Широка Гребля Хмільницького району Вінницької області",20000,861,13
"Вінницька область","Придбання комплекту меблів для загальноосвітньої школи I—II ступенів с. Білий Рукав Хмільницького району Вінницької області",20000,861,13
"Вінницька область","Придбання комплекту меблів для загальноосвітньої школи I—II ступенів с. Великий Острожок Хмільницького району Вінницької області",15000,861,13
"Вінницька область","Придбання комплекту меблів для навчально-виховного комплексу “Загальноосвітня школа I—II ступенів —дошкільний навчальний заклад” с. Воронівці Хмільницького району Вінницької області ",20000,861,13
"Вінницька область","Придбання комплекту меблів для навчально-виховного комплексу “Загальноосвітня школа I—II ступенів —дошкільний навчальний заклад” с. Колибабинці Хмільницького району Вінницької області",15000,861,13
"Вінницька область","Придбання комплекту меблів для загальноосвітньої школи I—III ступенів с. Вишенька Хмільницького району Вінницької області",20000,861,13
"Вінницька область","Придбання комплекту меблів для навчально-виховного комплексу “Загальноосвітня школа I—II ступенів —дошкільний навчальний заклад” с. Пагурці Хмільницького району Вінницької області",20000,861,13
"Вінницька область","Придбання комплекту меблів для загальноосвітньої школи I—II ступенів с. Рибчинці Хмільницького району Вінницької області",20000,861,13
"Вінницька область","Придбання комплекту меблів для загальноосвітньої школи I—II ступенів с. Соколова Хмільницького району Вінницької області",20000,861,13
"Вінницька область","Придбання комплекту меблів для навчально-виховного комплексу “Загальноосвітня школа I—II ступенів —дошкільний навчальний заклад” с. Тараски Хмільницького району Вінницької області",20000,861,13
"Вінницька область","Придбання комплекту меблів для загальноосвітньої школи I—II ступенів с. Торчин Хмільницького району Вінницької області",15000,861,13
"Вінницька область","Придбання комплекту меблів для загальноосвітньої школи I—II ступенів с. Філіопіль Хмільницького району Вінницької області",20000,861,13
"Вінницька область","Придбання комплекту меблів для навчально-виховного комплексу “Загальноосвітня школа I—III ступенів —дошкільний навчальний заклад” с. Кушелівка Хмільницького району Вінницької області",20000,861,13
"Вінницька область","Придбання комплекту меблів для навчально-виховного комплексу “Загальноосвітня школа I—III ступенів —дошкільний навчальний заклад” с. Томашпіль Хмільницького району Вінницької області",20000,861,13
"Вінницька область","Придбання комплекту меблів для навчально-виховного комплексу “Загальноосвітня школа I—III ступенів —дошкільний навчальний заклад” с. Лозова Хмільницького району Вінницької області",20000,861,13
"Вінницька область","Придбання комплекту меблів для загальноосвітньої школи I—III ступенів с. Голодьки Хмільницького району Вінницької області",20000,861,13
"Вінницька область","Придбання комплекту меблів для навчально-виховного комплексу “Загальноосвітня школа I ступеня —дошкільний навчальний заклад” с. Лелітка Хмільницького району Вінницької області",10000,861,13
"Вінницька область","Придбання комплекту меблів для загальноосвітньої школи I—III ступенів с. Жданівка Хмільницького району Вінницької області",20000,861,13
"Вінницька область","Придбання комплекту меблів для загальноосвітньої школи I—III ступенів с. Качанівка Хмільницького району Вінницької області",20000,861,13
"Вінницька область","Придбання комплекту меблів для загальноосвітньої школи I—II ступенів с. Куманівці Хмільницького району Вінницької області",20000,861,13
"Вінницька область","Придбання комплекту меблів для загальноосвітньої школи I—II ступенів с. Семки Хмільницького району Вінницької області",15000,861,13
"Вінницька область","Придбання комплекту меблів для загальноосвітньої школи I—II ступенів с. Скаржинці Хмільницького району Вінницької області",15000,861,13
"Вінницька область","Придбання комплекту меблів для загальноосвітньої школи I ступеня с. Морозівка Хмільницького району Вінницької області",10000,861,13
"Вінницька область","Придбання комплекту меблів для навчально-виховного комплексу “Загальноосвітня школа I—II ступенів —дошкільний навчальний заклад” с. Подорожна Хмільницького району Вінницької області",15000,861,13
"Вінницька область","Придбання комплекту меблів для навчально-виховного комплексу “Загальноосвітня школа I—II ступенів —дошкільний навчальний заклад” с. Терешпіль Хмільницького району Вінницької області",15000,861,13
"Вінницька область","Придбання технологічного обладнання для харчоблоків, обладнання для пралень дитячих навчальних закладів, електрообладнання, обладнання для навчальних кабінетів Управління освіти Хмільницької міської ради м. Хмільник вул. Шевченка,3",311000,861,13
"Вінницька область","Придбання медичного обладнання для комунального підприємства “Козятинська центральна районна лікарня Козятинської районної ради” Вінницької області м. Козятин, вул. Вінниченка, 9",720000,861,13
"Вінницька область","Реконструкція розподільчих мереж господарчо-питного водогону по вулиці 8 Березня, Зароднюка, Польова, Дружби, Жовтнева, Зелена, пров.Миру, Жовтневий в селі Юрівка Козятинського району, Вінницької області",250000,861,13
"Вінницька область","Реконструкція розподільчих мереж господарчо-питного водогону по вулиці Миру, Шевченка, Власюка, Здітовецького, провулок Власюка, Здітовецького в селі Юрівка Козятинського району, Вінницької області",250000,861,13
"Вінницька область","Будівництво мережі вуличного освітлення в селі Сошанське, Козятинського району, Вінницької області",44000,861,13
"Вінницька область","Будівництво мереж вуличного освітлення в селі Зозулинці, Козятинського району, Вінницької області",44000,861,13
"Вінницька область","Придбання комп’ютерів для комп’ютерного класу для Вернигородоцького загальноосвітнього навчально-виховного комплексу I—III ступенів “Школа-дитячий садок”, с. Вернигородок Козятинського району ",60000,861,13
"Вінницька область","Придбання комп’ютерів для комп’ютерного класу для Кашперівського загальноосвітнього навчально-виховного комплексу I—II ступенів “Школа-дитячий садок”, с. Кашперівка Козятинського району ",41500,861,13
"Вінницька область","Придбання комп’ютерів для комп’ютерного класу для Пиківецького загальноосвітнього навчально-виховного комплексу I—II ступенів “Школа-дитячий садок”, с. Пиківець Козятинського району ",40000,861,13
"Вінницька область","Придбання комп’ютерів для комп’ютерного класу і принтера для Миколаївського загальноосвітнього навчально-виховного комплексу I—III ступенів “Школа-дитячий садок” імені Василя Земляка, вул. Миру, 51-б, с. Миколаївка Козятинського району ",80000,861,13
"Вінницька область","Придбання комплекту меблів та лазерного принтера для Махнівської середньої загальноосвітньої школи I—III ступенів Козятинського району с. Махнівка",50000,861,13
"Вінницька область","Придбання медичного обладнання для комунального підприємства “Козятинська центральна районна лікарня Козятинської районної ради”, вул. Винниченка, 9, м. Козятин",1e+06,861,13
"Вінницька область","Придбання комп’ютерного обладнання для Байківського будинку культури по вул. Центральна буд. 17 с. Байківка Калинівського району Вінницької області",30000,861,13
"Вінницька область","Реконструкція розподільчих мереж водогону по вулицях Баса, Шевченка, Зоряна, Гостинна, Весняна, Сонячна, Гагаріна, Незалежності в селі Глинськ Калинівського району ",1e+05,861,13
"Вінницька область","Придбання цифрового мікшерного пульту для Калинівського районного будинку культури в м. Калинівка вул. Вадима Нестерчука буд. 22, Калинівського району Вінницької область ",80000,861,13
"Вінницька область","Придбання холодильника для Загальноосвітньої школи I—II ступенів с. Дружне Калинівського району Вінницької області",10000,861,13
"Вінницька область","Капітальний ремонт фасадів та перекриття з утепленням Навчально-виховного комплексу загальноосвітня школа I—III ст. — дошкільний навчальний заклад по вул. Шкільна,7 в с. Лемешівці Калинівського району Вінницької області",2e+05,861,13
"Вінницька область","Будівництво водогону та артезіанської свердловини в с. Корделівка, Калинівського району, Вінницької області",2e+05,861,13
"Вінницька область","Придбання холодильного обладнання для комунального закладу “Навчально-виховний комплекс Загальноосвітня школа I—III ступенів-дитячий садок с. Мізяків Калинівського району Вінницької області”",10000,861,13
"Вінницька область","Придбання газової плити з електродуховою шафою для Загальноосвітньої школи I—III ступенів с. Голендри Калинівського району Вінницької області",10000,861,13
"Вінницька область","Придбання морозильної скрині для Загальноосвітньої школи I—III ступенів №  1 с. Пиків Калинівського району Вінницької області",10000,861,13
"Вінницька область","Придбання духової шафи для Загальноосвітньої школи I—III ступенів с. Уладівське Калинівського району Вінницької області",10000,861,13
"Вінницька область","Придбання багатофункціонального пристрою для Комунального закладу Навчально-виховного комплексу загальноосвітня школа I—III ст. — дошкільний навчальний заклад с. Писарівка Калинівського району Вінницької області",6500,861,13
"Вінницька область","Придбання багатофункціонального пристрою для Загальноосвітньої школи I—III ст. с. Нова гребля Калинівського району Вінницької області",6500,861,13
"Вінницька область","Придбання багатофункціонального пристрою для Загальноосвітньої школи I—III ступенів с. Пиків Калинівського району Вінницької області",6500,861,13
"Вінницька область","Придбання медичного обладнання (Артроскоп, канюля з двома краниками, шевер, помпа, кусачки, масивні кусачки, зажим артроскопічний, щуп, гачок, дренажна канюля артроскопічна) для Калинівської районної центральної лікарні в с. Корделівка, вул. Київська буд. 19а, Калинівського району Вінницької області ",3e+05,861,13
"Вінницька область","Капітальний ремонт покрівлі амбулаторії загальної практики сімейної медицини Лісова Лисіївка в с. Лісова Лисіївка Калинівського району, Вінницької області",2e+05,861,13
"Вінницька область","Капітальний ремонт внутрішніх приміщень дошкільного навчального закладу №  3 по вул. Кільцева, 25 в м. Калинівка Вінницької області",40000,861,13
"Вінницька область","Нове будівництво водогону по вул. О. Теліги до вул. Механізаторів в м. Калинівка Вінницької області",190000,861,13
"Вінницька область","Капітальний ремонт паркану загальноосвітньої школи I—III ст. в с. Дружелюбівка Калинівського району Вінницької області",250000,861,13
"Вінницька область","Капітальний ремонт по утепленню фасаду будівлі дитячо-юнацької спортивної школи “Авангард” в м. Калинівка Вінницької області",250000,861,13
"Вінницька область","Придбання обладнання та предметів довгострокового користування для Комунального закладу “Калинівський міський центр первинної медико-санітарної допомоги” м. Калинівка, вул. Чкалова, 6",40000,861,13
"Вінницька область","Реконструкція будівлі “Немирівський дошкільний навчальний заклад №  3 “Дзвіночок” Немирівської міської ради, Вінницької області” із застосуванням заходів теплореновації (заміна даху, вікон, дверей та утеплення фасаду) по вул. Шевченка, 6 у м. Немирів Вінницької області",2268410,861,18
"Вінницька область","Реконструкція комплексу будівель та споруд НВК № 1 із застосуванням заходів теплореновації (заміна даху) по пров. Некрасова, 2 в м. Немирів Вінницької області",1892000,861,18
"Вінницька область","Капітальний ремонт громадського будинку із застосуванням заходів теплореновації (заміна вікон та дверей) Медвежанської ЗОШ I—III ст. Немирівської міської ради Вінницької області по вул. Соборна, 10 у с. Медвежа Немирівського району Вінницької області",1322820,861,18
"Вінницька область","Капітальний ремонт комплексу будівель та споруд із застосуванням заходів теплореновації (заміна вікон та дверей) Байраківської ЗОШ I—III ст. ім. Максима Шимка Немирівської міської ради Вінницької області по вул. Шкільна, 2 у с. Байраківка Немирівського району Вінницької області",1021060,861,18
"Вінницька область","Придбання обладнання та меблів для дошкільного навчального закладу “Дзвіночок” Великобушинської сільської ради Немирівського району Вінницької області",75000,861,18
"Вінницька область","Придбання дитячого ігрового майданчика для Великобушинської сільської ради Немирівського району Вінницької області",64000,861,18
"Вінницька область","Придбання дитячого ігрового майданчика для Рачківської сільської ради Немирівського району Вінницької області",110000,861,18
"Вінницька область","Придбання дитячого ігрового майданчика для Рубанської сільської ради Немирівського району Вінницької області",64000,861,18
"Вінницька область","Придбання музичних інструментів та апаратури для Брацлавського селищного будинку культури Брацлавської селищної ради Немирівського району Вінницької області",1e+05,861,18
"Вінницька область","Придбання дитячого ігрового майданчика для Кудлаївської сільської ради Немирівського району Вінницької області",64000,861,18
"Вінницька область","Придбання дитячого ігрового майданчика для с. Озеро Зарудинецької сільської ради Немирівського району Вінницької області",55000,861,18
"Вінницька область","Придбання дитячого ігрового майданчика для Бугаківської сільської ради Немирівського району Вінницької області",55000,861,18
"Вінницька область","Придбання дитячого ігрового майданчика для с. Остапківці Чуківської сільської ради Немирівського району Вінницької області",55000,861,18
"Вінницька область","Придбання дитячого ігрового майданчика для Юрковецької сільської ради Немирівського району Вінницької області",55000,861,18
"Вінницька область","Придбання інтерактивного комплексу для “Чуківської загальноосвітньої школи I—III ступенів ім. Івана Бенери” Немирівської районної ради Вінницької області",40000,861,18
"Вінницька область","Капітальний ремонт харчоблоку Бершадської окружної лікарні інтенсивного лікування, вул. Будкевича, 2, м. Бершадь Вінницької області",340000,861,17
"Вінницька область","Вибірковий капітальний ремонт частини тротуару по вул. Соборна (від перукарні “Марсель” до пров. Б. Хмельницького) в с. Війтівка Бершадського район, Вінницької області",2e+05,861,17
"Вінницька область","Придбання мультимедійного комплексу (комп’ютера, проектора, дошки) для Бершадської загальноосвітньої школи I—III ступенів №  1, м. Бершадь Вінницької області",60000,861,17
"Вінницька область","Придбання мультимедійного комплексу (комп’ютера, проектора, дошки) для дошкільного навчального закладу №  3 “Малятко”, м. Бершадь Вінницької області",60000,861,17
"Вінницька область","Придбання мультимедійного комплексу (комп’ютера, проектора, дошки) для дошкільного навчального закладу “Колосок”, с. Флорино Вінницької області",60000,861,17
"Вінницька область","Придбання комп’ютерів для Бирлівської загальноосвітньої школи I—II ступенів, с. Бирлівка Бершадського району Вінницької області",40000,861,17
"Вінницька область","Будівництво дороги місцевого значення на відрізку с. Краснопілка — с. Нараївка Гайсинського району",907000,861,17
"Вінницька область","Поточний ремонт вул. Комарова с. Семирічка Гайсинського району",186000,861,17
"Вінницька область","Покращення матеріально-технічної бази та придбання інтерактивних комплексів (інтерактивні дошки, проектори, ноутбуки) для навчально-виховного комплексу: Гайсинська середня загальноосвітня школа-інтернат I—III ступенів-гімназія Вінницької області",73000,861,17
"Вінницька область","Капітальний ремонт тротуарів по вул. Агрономічна, смт Теплик Вінницької області",550000,861,17
"Вінницька область","Будівництво поліклініки в смт Теплик по вул. Незалежності, 2 (коригування)",3e+05,861,17
"Вінницька область","Реконструкція водогону по вулицях Центральна, Робоча в с. Соболівка Теплицького району Вінницької області",290000,861,17
"Вінницька область","Поточний ремонт шкільного автобуса комунального закладу “Теплицька дитячо-юнацька спортивна школа”, смт Теплик Теплицького району Вінницької області",24000,861,17
"Вінницька область","Капітальний ремонт (заміна віконних блоків) травматологічного, дитячого, терапевтичного, поліклінічного відділень Тростянецької центральної районної лікарні, вул. Мічуріна, 60, смт Тростянець Вінницької області",9e+05,861,17
"Вінницька область","Придбання медичного обладнання та покращення матеріально-технічної бази для відділень Тростянецької центральної районної лікарні, вул. Мічуріна, 60, смт Тростянець Вінницької області",3e+05,861,17
"Вінницька область","Реконструкція системи теплозабезпечення спортивного комплексу з заміною котлів, системи опалення та теплових мереж, вул. Спортивна, 6, смт Тростянець Вінницької області",270000,861,17
"Вінницька область","Капітальний ремонт покрівлі, будинку культури, вул. Соборна, 30в, с. Олександрівка Тростянецького району Вінницької області",270000,861,17
"Вінницька область","Придбання мультимедійного обладнання для будинку культури, с. Тростянчик Тростянецького району Вінницької області",70000,861,17
"Вінницька область","Покращення матеріально-технічної бази та придбання інтерактивних комплексів (інтерактивні дошки, проектори, ноутбуки) для освітніх закладів Тростянецького району",50000,861,17
"Вінницька область","Придбання сценічних костюмів для Ладижинського міського відділу культури і туризму Ладижинської міської ради Вінницької області",50000,861,17
"Вінницька область","Придбання парт, меблів для Серебрійської загальноосвітньої школи I—III ступенів, вул. 8 Березня, 1 с. Серебрія Могилів-Подільського району Вінницької області",138800,861,16
"Вінницька область","Реконструкція будівлі сільського клубу під будівлю дошкільного навчального закладу по вул. Бичковського, 5а, с. Тернівка Крижопільського району Вінницької області",495500,861,16
"Вінницька область","Придбання хореографічних сценічних костюмів та звуковідтворювальної апаратури для середньої загальноосвітньої школи I—III ступенів, вул. Героїв України, 90, смт Крижопіль Вінницької області",99100,861,16
"Вінницька область","Капітальний ремонт даху приміщення спортивного залу навчально-виховного комплексу “Загальноосвітній навчальний заклад I—III ступенів-дошкільний навчальний заклад”, с. Шарапанівка Крижопільського району Вінницької області",198200,861,16
"Вінницька область","Внутрішній ремонт будівлі Голубецької амбулаторії загальної практики сімейної медицини комунальної установи “Крижопільського районного медичного центру первинної медико-санітарної допомоги”, вул. Фалаштинських, 15, с. Голубече Крижопільського району Вінницької області",99100,861,16
"Вінницька область","Придбання інтерактивної дошки для навчально-виховного комплексу “Загальноосвітній навчальний заклад I—III ступенів-дошкільний навчальний заклад”, с. Шарапанівка Крижопільського району Вінницької області",29700,861,16
"Вінницька область","Придбання меблів для навчально-виховного комплексу “Загальноосвітній навчальний заклад I—II ступенів — дошкільний навчальний заклад”, с. Кісниця Крижопільського району Вінницької області",39600,861,16
"Вінницька область","Придбання мультимедійного комплексу для комунального закладу “Чечельницька середня загальноосвітня школа I—III ступенів №  1 Чечельницького району Вінницької області”, вул. Орлова, 1, смт Чечельник Вінницької області",79300,861,16
"Вінницька область","Внутрішній ремонт приміщення Чечельницької районної станції юних натуралістів, вул. Центральна, 173, с. Ольгопіль Чечельницького району Вінницької області",29700,861,16
"Вінницька область","Придбання меблів для комунального закладу “Лузька середня загальноосвітня школа I—II ступенів Чечельницького району Вінницької області”, с. Луги Чечельницького району Вінницької області",54500,861,16
"Вінницька область","Придбання технічних засобів для Чечельницького районного будинку дитячої творчості, вул. Героїв Майдану, смт Чечельник Вінницької області",29700,861,16
"Вінницька область","Придбання діагностичного обладнання для клінічної лабораторії комунальної установи “Ямпільська центральна районна лікарня”, вул. Пирогова, 1, м. Ямпіль Вінницької області",594700,861,16
"Вінницька область","Придбання кисневих концентраторів в кількості 5 шт. для відділення анестезіології та операційних комунальної установи “Ямпільська центральна районна лікарня”, вул. Пирогова, 1, м. Ямпіль Вінницької області",495500,861,16
"Вінницька область","Реконструкція покрівлі харчоблоку комунальної установи “Барська центральна районна лікарня”, вул. Каштанова, 34, м. Бар Вінницької області",637000,861,14
"Вінницька область","Реконструкція будівлі інфекційного відділення комунальної установи “Барська центральна районна лікарня”, вул. Р. Люксембург, 34, м. Бар Вінницької області",3e+05,861,14
"Вінницька область","Реконструкція системи енергопостачання терапевтичного корпусу комунальної установи “Барська центральна районна лікарня”, вул. Каштанова, 34, м. Бар Вінницької області",203000,861,14
